Compound_ID,Name,Formula,Annot. Source: Predicted Compositions,mzCloud Search, mzVault Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],# mzCloud Results,# mzVault Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,mzVault Best Match,KEGG ID,mzCloud ID,MS2,Reference Ion
1.534_224.07627_RP,,C7 H13 N O7,Full match,No results,No results,-0.95,223.06899,224.07627,1.534,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.353_482.18662_RP,,C20 H27 N5 O9,Full match,No results,No results,-3.2,481.17934,482.18662,8.353,0,0,,,,,,,No MS2,[M+H]+1
12.167_406.24338_RP,,C14 H32 N9 O3 P,Full match,No results,No results,-1.16,405.2361,406.24338,12.167,0,0,,,,,,,No MS2,[M+H]+1
13.328_295.09629_RP,,C18 H14 O4,Full match,No results,No results,-0.65,294.08902,295.09629,13.328,0,0,,,,,,,No MS2,[M+H]+1
6.956_245.09524_RP,,C10 H16 N2 O3 S,Full match,No results,No results,-0.81,244.08797,245.09524,6.956,0,0,,,,,,,No MS2,[M+H]+1
10.944_418.14938_RP,,C21 H23 N O8,Full match,No results,No results,-0.64,417.1421,418.14938,10.944,0,0,,,,,,,No MS2,[M+H]+1
1.279_157.09701_RP,,C7 H12 N2 O2,Full match,No results,No results,-0.91,156.08974,157.09701,1.279,0,0,,,,,,,DDA for preferred ion,[M+H]+1
7.791_349.19685_RP,,C15 H28 N2 O7,Full match,No results,No results,-0.21,348.18958,349.19685,7.791,0,0,,,,,,,No MS2,[M+H]+1
1.807_233.94557_RP,,C6 H6 N O P3 S,Full match,No results,No results,0,232.9383,233.94557,1.807,0,0,,,,,,,No MS2,[M+H]+1
8.077_242.10216_RP,,C11 H15 N O5,Full match,No results,No results,-0.6,241.09488,242.10216,8.077,0,0,,,,,,,No MS2,[M+H]+1
1.928_139.03885_RP,,C7 H6 O3,Full match,No results,No results,-0.81,138.03158,139.03885,1.928,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.857_251.09125_RP,,C13 H14 O5,Full match,No results,No results,-0.58,250.08398,251.09125,11.857,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.415_222.09842_RP,,C9 H11 N5 O2,Full match,No results,No results,-0.6,221.09114,222.09842,2.415,0,0,,,,,,,No MS2,[M+H]+1
3.47_268.1389_RP,,C10 H21 N O7,Full match,No results,No results,-0.66,267.13163,268.1389,3.47,0,0,,,,,,,No MS2,[M+H]+1
7.687_432.12868_RP,,C21 H21 N O9,Full match,No results,No results,-0.54,431.1214,432.12868,7.687,0,0,,,,,,,No MS2,[M+H]+1
10.64_269.1382_RP,,C14 H20 O5,Full match,No results,No results,-0.56,268.13092,269.1382,10.64,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.677_331.14985_RP,,C14 H22 N2 O7,Full match,No results,No results,-0.37,330.14258,331.14985,8.677,0,0,,,,,,,No MS2,[M+H]+1
11.663_159.10147_RP,,C8 H14 O3,Full match,No results,No results,-0.72,158.09418,159.10147,11.663,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.088_637.15487_RP,,C35 H29 N2 O6 P S,Full match,No results,No results,-1.28,636.14758,637.15487,8.088,0,0,,,,,,,No MS2,[M+H]+1
9.552_259.1175_RP,,C12 H18 O6,Full match,No results,No results,-0.43,258.11023,259.1175,9.552,0,0,,,,,,,No MS2,[M+H]+1
12.157_194.05723_RP,,C6 H12 N O4 P,Full match,No results,No results,-2.31,193.04995,194.05723,12.157,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.12_249.12318_RP,,C13 H16 N2 O3,Full match,No results,No results,-0.76,248.1159,249.12318,10.12,0,0,,,,,,,No MS2,[M+H]+1
8.003_261.14432_RP,,C11 H20 N2 O5,Full match,No results,No results,-0.7,260.13704,261.14432,8.003,0,0,,,,,,,DDA for preferred ion,[M+H]+1
9.704_247.00781_RP,,C3 H11 N4 O3 P S2,Full match,No results,No results,-1.97,246.00053,247.00781,9.704,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.501_138.97334_RP,,,No results,No results,No results,,137.96606,138.97334,1.501,0,0,,,,,,,No MS2,[M+H]+1
12.686_253.08575_RP,,C10 H13 N4 O2 P,Full match,No results,No results,3.43,252.07848,253.08575,12.686,0,0,,,,,,,No MS2,[M+H]+1
6.265_400.14484_RP,,C15 H21 N5 O8,Full match,No results,No results,-3.63,399.13756,400.14484,6.265,0,0,,,,,,,No MS2,[M+H]+1
1.29_262.10311_RP,,C11 H17 O2 P S,Full match,No results,No results,2.43,244.06928,262.10311,1.29,0,0,,,,,,,No MS2,[M+NH4]+1
1.289_262.10312_RP,,C10 H19 N3 O S2,Full match,No results,No results,-4.23,261.09585,262.10312,1.289,0,0,,,,,,,No MS2,[M+H]+1
1.309_220.08137_RP,,C8 H13 N O6,Full match,No results,No results,-0.9,219.07409,220.08137,1.309,0,0,,,,,,,No MS2,[M+H]+1
11.632_189.0545_RP,,C11 H8 O3,Full match,No results,No results,-0.64,188.04722,189.0545,11.632,0,0,,,,,,,No MS2,[M+H]+1
1.62_262.14543_RP,,C8 H19 N7 O S,Full match,No results,No results,3.73,261.13815,262.14543,1.62,0,0,,,,,,,No MS2,[M+H]+1
1.288_241.0704_RP,,C5 H13 N4 O5 P,Full match,No results,No results,3.2,240.06312,241.0704,1.288,0,0,,,,,,,DDA for preferred ion,[M+H]+1
0.999_86.05997_RP,,C4 H7 N O,Full match,No results,No results,-1.39,85.05265,86.05997,0.999,0,0,,,,,,,DDA for preferred ion,[M+H]+1
4.888_232.12897_RP,,C9 H17 N3 O4,Full match,No results,No results,-0.92,231.12169,232.12897,4.888,0,0,,,,,,,No MS2,[M+H]+1
8.938_246.11225_RP,,C14 H15 N O3,Full match,No results,No results,-0.9,245.10497,246.11225,8.938,0,0,,,,,,,No MS2,[M+H]+1
2.553_324.05898_RP,,C9 H14 N3 O8 P,Full match,No results,No results,-0.44,323.05171,324.05898,2.553,0,0,,,,,,,No MS2,[M+H]+1
10.949_213.09085_RP,,C14 H12 O2,Full match,No results,No results,-0.75,212.08357,213.09085,10.949,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.794_418.14936_RP,,C14 H28 N O11 P,Invalid mass,No results,No results,5.01,417.14209,418.14936,10.794,0,0,,,,,,,No MS2,[M+H]+1
8.116_170.08108_RP,,C8 H11 N O3,Full match,No results,No results,-0.55,169.0738,170.08108,8.116,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.197_534.80792_RP,,C4 H N4 O17 P3 S2,Full match,No results,No results,2.91,533.80065,534.80792,1.197,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.34_326.12509_RP,,C15 H19 N O7,Full match,No results,No results,4.89,325.11774,326.12509,1.34,0,0,,,,,,,No MS2,[M+H]+1
10.225_211.05995_RP,,C10 H10 O5,Full match,No results,No results,-0.78,210.05266,211.05995,10.225,0,0,,,,,,,No MS2,[M+H]+1
1.185_296.09738_RP,,C10 H17 N O9,Full match,No results,No results,-0.78,295.0901,296.09738,1.185,0,0,,,,,,,No MS2,[M+H]+1
6.284_269.10103_RP,,C7 H17 N4 O5 P,Full match,No results,No results,0.35,268.09375,269.10103,6.284,0,0,,,,,,,No MS2,[M+H]+1
1.358_210.06064_RP,,C6 H11 N O7,Full match,No results,No results,-0.88,209.05337,210.06064,1.358,0,0,,,,,,,DDA for preferred ion,[M+H]+1
13.881_173.05946_RP,,C11 H8 O2,Full match,No results,No results,-1.44,172.05218,173.05946,13.881,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.502_71.04907_RP,,C4 H6 O,Full match,No results,No results,-1.04,70.04179,71.04907,1.502,0,0,,,,,,,No MS2,[M+H]+1
10.889_347.1124_RP,,C18 H18 O7,Full match,No results,No results,-0.39,346.10512,347.1124,10.889,0,0,,,,,,,No MS2,[M+H]+1
9.913_222.07596_RP,,C11 H11 N O4,Full match,No results,No results,-0.55,221.06869,222.07596,9.913,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.079_784.77811_RP,,C22 H3 N4 O15 P3 S4,Full match,No results,No results,2.27,783.77083,784.77811,1.079,0,0,,,,,,,No MS2,[M+H]+1
0.961_380.89637_RP,,C5 H O18 P,Full match,No results,No results,-2.52,379.88909,380.89637,0.961,0,0,,,,,,,No MS2,[M+H]+1
0.942_378.88004_RP,,,No results,No results,No results,,377.87276,378.88004,0.942,0,0,,,,,,,No MS2,[M+H]+1
12.047_351.13921_RP,,C14 H26 N2 O4 S2,Full match,No results,No results,-4.19,350.13193,351.13921,12.047,0,0,,,,,,,No MS2,[M+H]+1
1.374_226.0919_RP,,C7 H15 N O7,Full match,No results,No results,-1.04,225.08462,226.0919,1.374,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.015_99.04396_RP,,C5 H6 O2,Full match,No results,No results,-1.31,98.03665,99.04396,1.015,0,0,,,,,,,No MS2,[M+H]+1
6.462_115.03883_RP,,C5 H6 O3,Full match,No results,No results,-1.26,114.03155,115.03883,6.462,0,0,,,,,,,No MS2,[M+H]+1
3.612_121.0395_RP,,C6 H4 N2 O,Full match,No results,No results,-1.17,120.03222,121.0395,3.612,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.218_246.14463_RP,,C10 H19 N3 O4,Full match,No results,No results,-0.83,245.13735,246.14463,2.218,0,0,,,,,,,DDA for preferred ion,[M+H]+1
6.381_407.13336_RP,,C20 H22 O9,Full match,No results,No results,-0.7,406.1261,407.13336,6.381,0,0,,,,,,,No MS2,[M+H]+1
1.219_279.0473_RP,,C6 H15 O10 P,Full match,No results,No results,-0.93,278.04002,279.0473,1.219,0,0,,,,,,,No MS2,[M+H]+1
12.496_343.08104_RP,,C18 H14 O7,Full match,No results,No results,-0.54,342.07377,343.08104,12.496,0,0,,,,,,,No MS2,[M+H]+1
9.614_347.07598_RP,,C17 H14 O8,Full match,No results,No results,-0.47,346.06871,347.07598,9.614,0,0,,,,,,,No MS2,[M+H]+1
13.039_241.08571_RP,,C15 H12 O3,Full match,No results,No results,-0.88,240.07843,241.08571,13.039,0,0,,,,,,,No MS2,[M+H]+1
10.265_455.14868_RP,,C29 H18 N4 O2,Full match,No results,No results,-3.46,454.1414,455.14868,10.265,0,0,,,,,,,No MS2,[M+H]+1
8.378_449.12635_RP,,C15 H31 O9 P3,Full match,No results,No results,2.2,448.11908,449.12635,8.378,0,0,,,,,,,No MS2,[M+H]+1
4.458_498.16027_RP,,C17 H24 N9 O7 P,Full match,No results,No results,-1.27,497.153,498.16027,4.458,0,0,,,,,,,No MS2,[M+H]+1
12.105_174.14869_RP,,C9 H19 N O2,Full match,No results,No results,-0.94,173.14142,174.14869,12.105,0,0,,,,,,,No MS2,[M+H]+1
12.098_172.15235_RP,,,No results,No results,No results,,171.14507,172.15235,12.098,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.38_238.14544_RP,,,No results,No results,No results,,237.13816,238.14544,1.38,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.186_259.09628_RP,,C9 H15 N4 O3 P,Full match,No results,No results,3.21,258.08901,259.09628,8.186,0,0,,,,,,,No MS2,[M+H]+1
4.227_283.08099_RP,,C13 H14 O7,Full match,No results,No results,-0.8,282.07373,283.08099,4.227,0,0,,,,,,,DDA for preferred ion,[M+H]+1
7.548_258.11232_RP,,C15 H15 N O3,Full match,No results,No results,-0.57,257.10505,258.11232,7.548,0,0,,,,,,,No MS2,[M+H]+1
1.321_632.78487_RP,,,No results,No results,No results,,631.77759,632.78487,1.321,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.859_166.04978_RP,,C8 H7 N O3,Full match,No results,No results,-0.57,165.0425,166.04978,8.859,0,0,,,,,,,No MS2,[M+H]+1
1.496_178.07085_RP,,C6 H11 N O5,Full match,No results,No results,-0.83,177.06357,178.07085,1.496,0,0,,,,,,,DDA for preferred ion,[M+H]+1
4.112_246.14463_RP,,C10 H16 N2 O4,Full match,No results,No results,-0.87,228.11081,246.14463,4.112,0,0,,,,,,,DDA for preferred ion,[M+NH4]+1
4.139_246.14465_RP,,C12 H24 N P S,Full match,No results,No results,2.73,245.13738,246.14465,4.139,0,0,,,,,,,No MS2,[M+H]+1
11.41_233.04429_RP,,C12 H8 O5,Full match,No results,No results,-0.68,232.03701,233.04429,11.41,0,0,,,,,,,DDA for preferred ion,[M+H]+1
5.045_572.19718_RP,,C21 H26 N6 O12,Full match,No results,No results,4.47,554.16335,572.19718,5.045,0,0,,,,,,,No MS2,[M+NH4]+1
2.41_231.09738_RP,,C9 H14 N2 O5,Full match,No results,No results,-0.73,230.0901,231.09738,2.41,0,0,,,,,,,No MS2,[M+H]+1
2.465_268.13888_RP,,C10 H21 N O7,Full match,No results,No results,-0.74,267.1316,268.13888,2.465,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.963_297.19061_RP,,C13 H28 O7,Full match,No results,No results,-0.58,296.18333,297.19061,10.963,0,0,,,,,,,DDA for preferred ion,[M+H]+1
7.374_276.10761_RP,,C11 H17 N O7,Full match,No results,No results,-0.63,275.10033,276.10761,7.374,0,0,,,,,,,No MS2,[M+H]+1
1.095_235.05653_RP,,C4 H8 N10,Full match,No results,No results,0.3,196.0934,235.05653,1.095,0,0,,,,,,,No MS2,[M+K]+1
1.095_235.05657_RP,,C7 H10 N2 O7,Full match,No results,No results,2.1,234.04929,235.05657,1.095,0,0,,,,,,,No MS2,[M+H]+1
7.082_256.17661_RP,,C11 H21 N5 O2,Full match,No results,No results,-0.56,255.16938,256.17661,7.082,0,0,,,,,,,No MS2,[M+H]+1
15.304_405.11777_RP,,C23 H21 N2 O P S,Full match,No results,No results,-1.81,404.11049,405.11777,15.304,0,0,,,,,,,No MS2,[M+H]+1
2.539_462.18147_RP,,C16 H31 N O14,Full match,No results,No results,-0.56,461.17419,462.18147,2.539,0,0,,,,,,,No MS2,[M+H]+1
1.851_109.03164_RP,,C3 H8 O2 S,Full match,No results,No results,-1.3,108.02436,109.03164,1.851,0,0,,,,,,,No MS2,[M+H]+1
0.946_219.98687_RP,,C4 H12 Cl N O P2 S,Full match,No results,No results,-3.03,218.97967,219.98687,0.946,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.225_284.09879_RP,,C9 H17 N O9,Full match,No results,No results,4.19,283.09152,284.09879,3.225,0,0,,,,,,,No MS2,[M+H]+1
10.065_221.04429_RP,,C11 H8 O5,Full match,No results,No results,-0.73,220.03701,221.04429,10.065,0,0,,,,,,,No MS2,[M+H]+1
1.486_300.16505_RP,,C11 H25 N O8,Full match,No results,No results,-0.82,299.15777,300.16505,1.486,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.642_213.12319_RP,,C10 H16 N2 O3,Full match,No results,No results,-0.86,212.11591,213.12319,8.642,0,0,,,,,,,DDA for preferred ion,[M+H]+1
0.952_478.82597_RP,,,No results,No results,No results,,477.8187,478.82597,0.952,0,0,,,,,,,No MS2,[M+H]+1
11.283_277.10689_RP,,C15 H16 O5,Full match,No results,No results,-0.58,276.09961,277.10689,11.283,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.879_267.13376_RP,,C13 H18 N2 O4,Full match,No results,No results,-0.65,266.12648,267.13376,8.879,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.329_543.12829_RP,,C33 H25 N2 P3,Full match,No results,No results,-3.77,542.12102,543.12829,8.329,0,0,,,,,,,No MS2,[M+H]+1
1.314_130.0861_RP,,C6 H11 N O2,Full match,No results,No results,-1.09,129.07884,130.0861,1.314,0,0,,,,,,,No MS2,[M+H]+1
9.702_265.01842_RP,,C11 H9 N2 O2 P S,Full match,No results,No results,-4.15,264.01114,265.01842,9.702,0,0,,,,,,,No MS2,[M+H]+1
4.237_154.04977_RP,,C7 H7 N O3,Full match,No results,No results,-0.68,153.04249,154.04977,4.237,0,0,,,,,,,No MS2,[M+H]+1
9.379_235.10753_RP,,C12 H14 N2 O3,Full match,No results,No results,-0.8,234.10026,235.10753,9.379,0,0,,,,,,,No MS2,[M+H]+1
1.409_642.24472_RP,,C17 H37 N8 O15 P,Full match,No results,No results,-1.12,624.2109,642.24472,1.409,0,0,,,,,,,No MS2,[M+NH4]+1
1.424_642.24465_RP,,C26 H45 N O13 P2,Full match,No results,No results,1.18,641.23737,642.24465,1.424,0,0,,,,,,,No MS2,[M+H]+1
1.082_716.7907_RP,,C24 H3 N2 O11 P3 S4,Full match,No results,No results,0.24,715.78342,716.7907,1.082,0,0,,,,,,,No MS2,[M+H]+1
10.629_317.13812_RP,,C18 H20 O5,Full match,No results,No results,-0.74,316.13084,317.13812,10.629,0,0,,,,,,,No MS2,[M+H]+1
7.698_165.01813_RP,,C8 H4 O4,Full match,No results,No results,-0.67,164.01085,165.01813,7.698,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.37_446.29571_RP,,C23 H40 O5 S,Invalid mass,No results,No results,5.24,428.26189,446.29571,12.37,0,0,,,,,,,No MS2,[M+NH4]+1
12.373_446.29575_RP,,C23 H45 N O3 P2,Full match,No results,No results,2.25,445.28847,446.29575,12.373,0,0,,,,,,,No MS2,[M+H]+1
8.564_427.10206_RP,,C26 H20 O2 P2,Full match,No results,No results,2.19,426.09478,427.10206,8.564,0,0,,,,,,,No MS2,[M+H]+1
9.619_147.04392_RP,,C9 H6 O2,Full match,No results,No results,-0.92,146.03664,147.04392,9.619,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.186_217.08578_RP,,C13 H12 O3,Full match,No results,No results,-0.63,216.07851,217.08578,12.186,0,0,,,,,,,No MS2,[M+H]+1
1.405_172.06029_RP,,C7 H9 N O4,Full match,No results,No results,-0.83,171.05302,172.06029,1.405,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.637_361.09163_RP,,C18 H16 O8,Full match,No results,No results,-0.45,360.08436,361.09163,10.637,0,0,,,,,,,No MS2,[M+H]+1
8.243_239.00279_RP,,C11 H2 N4 O S,Full match,No results,No results,2.46,237.99552,239.00279,8.243,0,0,,,,,,,No MS2,[M+H]+1
1.461_228.05007_RP,,C9 H9 N O6,Full match,No results,No results,-0.87,227.04279,228.05007,1.461,0,0,,,,,,,DDA for preferred ion,[M+H]+1
6.083_192.10176_RP,,C11 H13 N O2,Full match,No results,No results,-0.82,191.09447,192.10176,6.083,0,0,,,,,,,DDA for preferred ion,[M+H]+1
0.945_165.02428_RP,,C4 H9 N2 O P S,Full match,No results,No results,-1.95,164.017,165.02428,0.945,0,0,,,,,,,No MS2,[M+H]+1
11.666_353.08659_RP,,C16 H16 O9,Full match,No results,No results,-0.34,352.07931,353.08659,11.666,0,0,,,,,,,No MS2,[M+H]+1
9.743_334.04854_RP,,C7 H18 N3 O6 P3,Full match,No results,No results,1.25,333.04126,334.04854,9.743,0,0,,,,,,,DDA for preferred ion,[M+H]+1
13.622_207.06502_RP,,C11 H10 O4,Full match,No results,No results,-0.84,206.05773,207.06502,13.622,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.961_290.97962_RP,,C5 H4 N6 O5 P2,Full match,No results,No results,1.73,289.97234,290.97962,3.961,0,0,,,,,,,No MS2,[M+H]+1
12.934_299.12758_RP,,C18 H18 O4,Full match,No results,No results,-0.7,298.1203,299.12758,12.934,0,0,,,,,,,No MS2,[M+H]+1
2.772_348.07022_RP,,C10 H14 N5 O7 P,Full match,No results,No results,-0.4,347.06295,348.07022,2.772,0,0,,,,,,,No MS2,[M+H]+1
10.079_295.11747_RP,,C10 H15 N8 O P,Full match,No results,No results,-1.35,294.11025,295.11747,10.079,0,0,,,,,,,DDA for preferred ion,[M+H]+1
10.941_190.0861_RP,,C11 H11 N O2,Full match,No results,No results,-0.84,189.07882,190.0861,10.941,0,0,,,,,,,No MS2,[M+H]+1
1.815_323.14477_RP,,C16 H24 N2 O P2,Full match,No results,No results,3.45,322.1375,323.14477,1.815,0,0,,,,,,,No MS2,[M+H]+1
11.15_197.11463_RP,,C7 H12 N6 O,Full match,No results,No results,0.49,196.10735,197.11463,11.15,0,0,,,,,,,No MS2,[M+H]+1
11.15_197.11462_RP,,C9 H18 O3,Full match,No results,No results,-1.12,174.1254,197.11462,11.15,0,0,,,,,,,No MS2,[M+Na]+1
11.022_174.0347_RP,,C5 H9 N3 P2,Full match,No results,No results,1.46,173.02742,174.0347,11.022,0,0,,,,,,,No MS2,[M+H]+1
11.865_409.07583_RP,,C7 H22 N8 O4 P2 S2,Full match,No results,No results,1.21,408.06856,409.07583,11.865,0,0,,,,,,,No MS2,[M+H]+1
10.67_221.1382_RP,,C10 H20 O5,Full match,No results,No results,-0.72,220.13092,221.1382,10.67,0,0,,,,,,,No MS2,[M+H]+1
9.059_330.15461_RP,,C15 H23 N O7,Full match,No results,No results,-0.37,329.14733,330.15461,9.059,0,0,,,,,,,No MS2,[M+H]+1
12.865_288.04307_RP,,C5 H13 N5 O5 S2,Full match,No results,No results,-0.05,287.0358,288.04307,12.865,0,0,,,,,,,No MS2,[M+H]+1
3.036_175.02356_RP,,C6 H6 O6,Full match,No results,No results,-0.87,174.01629,175.02356,3.036,0,0,,,,,,,DDA for preferred ion,[M+H]+1
11.857_625.13965_RP,,C27 H28 O17,Full match,No results,No results,-0.45,624.13237,625.13965,11.857,0,0,,,,,,,No MS2,[M+H]+1
5.454_125.02318_RP,,C6 H4 O3,Full match,No results,No results,-1.1,124.01591,125.02318,5.454,0,0,,,,,,,No MS2,[M+H]+1
1.776_192.09775_RP,,C6 H13 N3 O4,Full match,No results,No results,-0.7,191.09047,192.09775,1.776,0,0,,,,,,,DDA for preferred ion,[M+H]+1
6.365_171.0763_RP,,C7 H10 N2 O3,Full match,No results,No results,-0.7,170.06902,171.0763,6.365,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.194_171.11268_RP,,C8 H14 N2 O2,Full match,No results,No results,-0.71,170.10541,171.11268,3.194,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.035_277.10689_RP,,C15 H16 O5,Full match,No results,No results,-0.59,276.09961,277.10689,12.035,0,0,,,,,,,No MS2,[M+H]+1
9.774_170.05727_RP,,C4 H12 N O4 P,Full match,No results,No results,-2.35,169.05,170.05727,9.774,0,0,,,,,,,DDA for preferred ion,[M+H]+1
1.301_125.02316_RP,,C6 H4 O3,Full match,No results,No results,-1.28,124.01589,125.02316,1.301,0,0,,,,,,,No MS2,[M+H]+1
8.121_295.11743_RP,,C15 H18 O6,Full match,No results,No results,-0.63,294.11015,295.11743,8.121,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.509_170.08104_RP,,C8 H11 N O3,Full match,No results,No results,-0.8,169.07376,170.08104,2.509,0,0,,,,,,,DDA for preferred ion,[M+H]+1
6.192_314.09156_RP,,C10 H19 N O8 S,Full match,No results,No results,3.65,313.08428,314.09156,6.192,0,0,,,,,,,No MS2,[M+H]+1
8.322_258.11227_RP,,C15 H15 N O3,Full match,No results,No results,-0.76,257.105,258.11227,8.322,0,0,,,,,,,No MS2,[M+H]+1
1.509_146.08104_RP,,C6 H11 N O3,Full match,No results,No results,-0.88,145.07377,146.08104,1.509,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.053_490.21291_RP,,C19 H39 N O9 S2,Full match,No results,No results,-2.02,489.20563,490.21291,3.053,0,0,,,,,,,No MS2,[M+H]+1
3.036_129.0181_RP,,C5 H4 O4,Full match,No results,No results,-1.04,128.01083,129.0181,3.036,0,0,,,,,,,No MS2,[M+H]+1
14.743_268.08999_RP,,C8 H20 N3 O P3,Full match,No results,No results,2.95,267.08271,268.08999,14.743,0,0,,,,,,,No MS2,[M+H]+1
11.953_373.128_RP,,C17 H12 N10 O,Full match,No results,No results,3.13,372.12072,373.128,11.953,0,0,,,,,,,No MS2,[M+H]+1
7.453_398.12945_RP,,C15 H19 N5 O8,Full match,No results,No results,-2.99,397.12218,398.12945,7.453,0,0,,,,,,,No MS2,[M+H]+1
6.308_202.14361_RP,,C10 H19 N O3,Full match,No results,No results,-0.78,201.13634,202.14361,6.308,0,0,,,,,,,No MS2,[M+H]+1
1.975_175.05998_RP,,C7 H10 O5,Full match,No results,No results,-0.74,174.05269,175.05998,1.975,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.715_195.02865_RP,,C9 H6 O5,Full match,No results,No results,-0.75,194.02138,195.02865,8.715,0,0,,,,,,,No MS2,[M+H]+1
1.932_448.16583_RP,,C13 H32 N5 O6 P3,Full match,No results,No results,4.5,447.15856,448.16583,1.932,0,0,,,,,,,No MS2,[M+H]+1
0.954_409.88971_RP,,C4 H N3 O16 P2,Full match,No results,No results,-1.88,408.88244,409.88971,0.954,0,0,,,,,,,No MS2,[M+H]+1
12.119_265.07051_RP,,C8 H9 N8 O P,Full match,No results,No results,-1.75,264.06323,265.07051,12.119,0,0,,,,,,,DDA for preferred ion,[M+H]+1
5.44_232.02723_RP,,C8 H9 N O5 S,Full match,No results,No results,-0.84,231.01995,232.02723,5.44,0,0,,,,,,,No MS2,[M+H]+1
17.624_231.15894_RP,,C12 H22 O4,Full match,No results,No results,-0.9,230.1516,231.15894,17.624,0,0,,,,,,,No MS2,[M+H]+1
6.178_225.02349_RP,,C9 H9 N2 O P S,Full match,No results,No results,-4.92,224.01622,225.02349,6.178,0,0,,,,,,,No MS2,[M+H]+1
1.31_289.10278_RP,,C11 H16 N2 O7,Full match,No results,No results,-0.87,288.0955,289.10278,1.31,0,0,,,,,,,No MS2,[M+H]+1
1.454_182.10213_RP,,C6 H15 N O5,Full match,No results,No results,-0.92,181.09486,182.10213,1.454,0,0,,,,,,,DDA for preferred ion,[M+H]+1
2.416_189.08687_RP,,C7 H12 N2 O4,Full match,No results,No results,-0.62,188.07959,189.08687,2.416,0,0,,,,,,,DDA for preferred ion,[M+H]+1
8.33_295.11741_RP,,C15 H18 O6,Full match,No results,No results,-0.71,294.11013,295.11741,8.33,0,0,,,,,,,No MS2,[M+H]+1
1.484_293.09769_RP,,C10 H16 N2 O8,Full match,No results,No results,-0.85,292.09042,293.09769,1.484,0,0,,,,,,,No MS2,[M+H]+1
11.791_207.06507_RP,,C11 H10 O4,Full match,No results,No results,-0.54,206.0578,207.06507,11.791,0,0,,,,,,,No MS2,[M+H]+1
14.477_196.09667_RP,,C10 H13 N O3,Full match,No results,No results,-0.79,195.08939,196.09667,14.477,0,0,,,,,,,No MS2,[M+H]+1
1.359_119.03373_RP,,C4 H6 O4,Full match,No results,No results,-1.3,118.02646,119.03373,1.359,0,0,,,,,,,No MS2,[M+H]+1
7.611_243.09737_RP,,C12 H19 O P S,Full match,No results,No results,2.75,242.09009,243.09737,7.611,0,0,,,,,,,DDA for preferred ion,[M+H]+1
3.18_226.09195_RP,,C7 H12 O7,Full match,No results,No results,-0.89,208.05812,226.09195,3.18,0,0,,,,,,,No MS2,[M+NH4]+1
3.182_226.09198_RP,,C7 H15 N O7,Full match,No results,No results,-0.67,225.0847,226.09198,3.182,0,0,,,,,,,No MS2,[M+H]+1
11.242_225.14836_RP,,C13 H20 O3,Full match,No results,No results,-0.72,224.14108,225.14836,11.242,0,0,,,,,,,No MS2,[M+H]+1
1.517_205.11809_RP,,C8 H16 N2 O4,Full match,No results,No results,-0.94,204.11082,205.11809,1.517,0,0,,,,,,,No MS2,[M+H]+1
2.782_110.0599_RP,,C6 H7 N O,Full match,No results,No results,-1.28,109.05262,110.0599,2.782,0,0,,,,,,,No MS2,[M+H]+1
1.511_203.11357_RP,,C7 H14 N4 O3,Full match,No results,No results,-0.87,202.10641,203.11357,1.511,0,0,,,,,,,DDA for preferred ion,[M+H]+1
12.866_285.04386_RP,,C8 H12 O11,Full match,No results,No results,-4.85,284.03658,285.04386,12.866,0,0,,,,,,,No MS2,[M+H]+1
